id,name,product,colour,quantity
5365,Eve,pencil,orange,100
5366,Fred,pencil,orange,36
5367,Carol,paint,green,20
5368,Carol,pen,purple,4
5369,Carol,paint,orange,44
5370,Bob,pen,purple,31
5371,Bob,paint,purple,22
5372,Carol,card,blue,47
5373,Dan,pencil,pink,71
5374,Fred,paper,white,91
5375,Dan,eraser,purple,32
5376,Dan,paint,green,82
5377,Dan,pencil,pink,17
5378,Eve,card,white,80
5379,Ger,paper,black,1
5380,Bob,paint,orange,8
5381,Bob,card,red,3
5382,Alice,pencil,orange,3
5383,Bob,pencil,blue,69
5384,Eve,card,pink,71
5385,Alice,paper,purple,12
5386,Eve,pen,purple,26
5387,Carol,paper,green,86
5388,Bob,paint,white,55
5389,Fred,paint,green,26
5390,Dan,paper,green,82
5391,Eve,paint,blue,48
5392,Alice,paper,blue,87
5393,Ger,eraser,pink,86
5394,Harriet,pen,black,97
5395,Bob,paper,green,35
5396,Bob,eraser,white,11
5397,Alice,pen,pink,31
5398,Alice,pen,green,23
5399,Bob,pen,white,36
5400,Alice,paint,blue,64
5401,Bob,pencil,pink,12
5402,Bob,pen,black,67
5403,Carol,pencil,red,85
5404,Ger,card,blue,68
5405,Fred,pencil,blue,85
5406,Bob,eraser,black,47
5407,Alice,eraser,purple,73
5408,Ger,card,red,40
5409,Dan,eraser,green,68
5410,Harriet,card,purple,25
5411,Alice,pen,black,93
5412,Harriet,pen,pink,73
5413,Carol,card,red,14
5414,Eve,pen,purple,90
5415,Fred,pen,purple,66
5416,Fred,card,black,40
5417,Bob,pencil,pink,4
5418,Alice,card,green,70
5419,Carol,pencil,orange,10
5420,Alice,card,pink,7
5421,Carol,eraser,orange,7
5422,Fred,eraser,red,83
5423,Dan,card,blue,97
5424,Ger,pencil,green,7
5425,Ger,card,green,51
5426,Harriet,card,red,7
5427,Carol,paint,red,78
5428,Dan,card,white,76
5429,Fred,eraser,orange,41
5430,Alice,paper,green,98
5431,Ger,pencil,white,45
5432,Harriet,paper,white,67
5433,Alice,card,green,64
5434,Harriet,pen,red,96
5435,Alice,card,pink,88
5436,Harriet,card,orange,51
5437,Eve,pencil,purple,5
5438,Fred,card,orange,61
5439,Alice,eraser,black,42
5440,Carol,pencil,orange,18
5441,Bob,pen,purple,85
5442,Fred,pen,pink,42
5443,Dan,pen,green,47
5444,Alice,paper,blue,21
5445,Bob,pen,blue,24
5446,Harriet,paint,black,95
5447,Bob,pen,pink,82
5448,Alice,paint,black,37
5449,Bob,paint,white,40
5450,Carol,card,black,18
5451,Eve,paint,blue,43
5452,Eve,paper,pink,19
5453,Bob,card,white,93
5454,Eve,card,purple,57
5455,Fred,eraser,red,45
5456,Ger,pen,red,68
5457,Ger,card,white,63
5458,Ger,pen,pink,78
5459,Bob,pen,blue,88
5460,Fred,paper,white,100
5461,Carol,paper,green,27
5462,Alice,eraser,white,34
5463,Carol,pencil,blue,13
5464,Bob,pencil,white,60
5465,Alice,pencil,green,51
5466,Alice,eraser,pink,91
5467,Fred,card,blue,6
5468,Carol,paper,green,21
5469,Harriet,paper,pink,1
5470,Dan,pen,pink,9
5471,Eve,card,green,35
5472,Alice,card,purple,83
5473,Bob,card,orange,68
5474,Bob,eraser,black,91
5475,Dan,eraser,blue,10
5476,Dan,paint,blue,69
5477,Eve,paper,pink,51
5478,Eve,paper,pink,6
5479,Carol,paper,blue,15
5480,Carol,pencil,white,21
5481,Dan,pen,purple,5
5482,Eve,paint,green,20
5483,Dan,eraser,purple,91
5484,Eve,card,white,24
5485,Eve,pencil,black,37
5486,Fred,pen,orange,76
5487,Fred,pen,purple,66
5488,Bob,eraser,blue,22
5489,Bob,pen,pink,5
5490,Alice,eraser,purple,59
5491,Bob,eraser,blue,46
5492,Alice,pencil,pink,96
5493,Fred,card,purple,34
5494,Fred,card,red,63
5495,Bob,pen,red,71
5496,Bob,eraser,green,100
5497,Carol,pencil,pink,49
5498,Carol,pencil,white,1
5499,Alice,paint,purple,61
5500,Dan,pen,red,38
5501,Carol,card,black,60
5502,Bob,eraser,black,5
5503,Dan,pen,pink,70
5504,Bob,card,red,10
5505,Dan,pen,blue,40
5506,Alice,eraser,purple,66
5507,Bob,card,purple,22
5508,Bob,eraser,pink,73
5509,Alice,pencil,white,82
5510,Harriet,pencil,green,40
5511,Fred,pen,blue,22
5512,Fred,eraser,purple,40
5513,Bob,eraser,green,47
5514,Fred,pen,blue,44
5515,Dan,pen,purple,64
5516,Eve,paint,red,31
5517,Harriet,paint,blue,99
5518,Ger,eraser,pink,78
5519,Alice,eraser,blue,44
5520,Alice,eraser,orange,57
5521,Harriet,paper,orange,47
5522,Alice,eraser,green,47
5523,Ger,paint,orange,56
5524,Ger,eraser,red,4
5525,Dan,card,green,78
5526,Harriet,paint,blue,13
5527,Harriet,pencil,black,60
5528,Harriet,card,purple,8
5529,Dan,pen,black,54
5530,Fred,paint,purple,55
5531,Ger,eraser,blue,28
5532,Dan,pen,green,38
5533,Ger,pencil,black,67
5534,Carol,paper,black,62
5535,Eve,pen,blue,87
5536,Ger,pen,pink,1
5537,Bob,pen,black,77
5538,Carol,eraser,black,79
5539,Ger,pencil,purple,99
5540,Dan,eraser,purple,93
5541,Alice,eraser,blue,40
5542,Alice,eraser,red,42
5543,Fred,paint,purple,52
5544,Alice,eraser,green,76
5545,Carol,pen,purple,90
5546,Fred,paint,blue,29
5547,Carol,paper,black,50
5548,Alice,card,pink,14
5549,Carol,pen,green,38
5550,Carol,paint,purple,24
5551,Dan,pen,pink,97
5552,Dan,eraser,purple,12
5553,Dan,paint,black,65
5554,Alice,paint,red,12
5555,Carol,paint,blue,53
5556,Fred,pencil,purple,76
5557,Harriet,paper,blue,74
5558,Ger,paint,black,20
5559,Fred,paper,pink,27
5560,Fred,paper,red,52
5561,Ger,eraser,blue,1
5562,Carol,pen,red,86
5563,Harriet,eraser,red,3
5564,Carol,eraser,orange,94
5565,Fred,paint,blue,59
5566,Harriet,eraser,red,64
5567,Harriet,card,black,48
5568,Fred,eraser,blue,29
5569,Dan,pencil,white,43
5570,Alice,paint,blue,56
5571,Alice,eraser,black,11
5572,Harriet,pencil,white,52
5573,Fred,eraser,green,96
5574,Fred,pencil,red,73
5575,Fred,pencil,black,31
5576,Eve,eraser,blue,7
5577,Bob,pencil,blue,85
5578,Alice,card,green,35
5579,Bob,pen,orange,68
5580,Dan,card,black,18
5581,Eve,paint,red,79
5582,Ger,eraser,green,3
5583,Carol,card,white,14
5584,Dan,pen,white,21
5585,Dan,eraser,white,1
5586,Dan,card,orange,90
5587,Fred,paint,pink,64
5588,Alice,paint,pink,73
5589,Fred,card,white,9
5590,Alice,eraser,purple,59
5591,Ger,card,orange,16
5592,Dan,pen,blue,35
5593,Ger,paint,red,49
5594,Ger,card,green,9
5595,Carol,card,white,12
5596,Bob,paper,pink,8
5597,Alice,paint,red,74
5598,Dan,pencil,white,58
5599,Carol,pen,white,73
5600,Carol,pencil,pink,75
5601,Fred,eraser,pink,75
5602,Harriet,pen,pink,29
5603,Carol,paint,pink,83
5604,Alice,pen,purple,46
5605,Bob,paper,red,86
5606,Dan,paint,black,21
5607,Eve,card,purple,10
5608,Dan,paper,black,83
5609,Ger,paper,green,52
5610,Bob,eraser,purple,12
5611,Harriet,eraser,green,93
5612,Eve,pen,red,18
5613,Dan,eraser,blue,84
5614,Harriet,eraser,red,4
5615,Alice,card,orange,36
5616,Alice,card,blue,67
5617,Bob,card,green,23
5618,Ger,card,pink,74
5619,Alice,eraser,pink,57
5620,Bob,paint,blue,31
5621,Ger,pencil,black,85
5622,Harriet,eraser,pink,8
5623,Eve,paint,blue,27
5624,Fred,pen,orange,42
5625,Alice,paint,red,79
5626,Bob,eraser,orange,46
5627,Fred,pen,blue,24
5628,Carol,pencil,blue,8
5629,Carol,card,green,97
5630,Alice,pencil,red,99
5631,Eve,eraser,red,62
5632,Eve,card,pink,12
5633,Ger,paper,red,3
5634,Dan,paint,red,1
5635,Ger,paper,white,6
5636,Alice,pencil,pink,72
5637,Harriet,pen,white,51
5638,Dan,paint,black,19
5639,Dan,card,purple,91
5640,Bob,pen,red,62
5641,Alice,paper,pink,32
5642,Bob,pen,green,49
5643,Alice,pencil,red,39
5644,Alice,paper,black,49
5645,Fred,card,red,27
5646,Bob,pen,red,29
5647,Bob,card,blue,49
5648,Fred,card,green,54
5649,Bob,card,white,32
5650,Harriet,eraser,black,45
5651,Fred,pen,white,16
5652,Bob,pencil,green,29
5653,Dan,paper,blue,57
5654,Bob,pencil,green,41
5655,Eve,eraser,green,77
5656,Harriet,eraser,black,67
5657,Eve,paint,blue,6
5658,Harriet,paint,red,36
5659,Eve,paper,red,11
5660,Alice,card,purple,23
5661,Eve,paper,black,12
5662,Fred,card,green,95
5663,Dan,pen,red,69
5664,Harriet,eraser,purple,39
5665,Bob,pen,white,55
5666,Alice,paper,white,85
5667,Ger,card,red,41
5668,Dan,paint,red,2
5669,Bob,pencil,white,1
5670,Fred,paint,black,91
5671,Carol,paper,purple,96
5672,Fred,paper,pink,100
5673,Dan,card,blue,1
5674,Bob,card,black,76
5675,Harriet,paper,red,7
5676,Fred,eraser,white,75
5677,Alice,pencil,pink,38
5678,Harriet,paint,pink,92
5679,Bob,card,green,9
5680,Harriet,pen,white,6
5681,Bob,pen,red,55
5682,Alice,card,white,45
5683,Bob,pencil,purple,98
5684,Ger,paint,orange,49
5685,Alice,pencil,blue,65
5686,Alice,card,purple,96
5687,Harriet,paper,red,10
5688,Eve,eraser,white,16
5689,Eve,eraser,black,12
5690,Dan,pen,white,76
5691,Harriet,pen,purple,68
5692,Alice,paint,red,71
5693,Alice,card,white,95
5694,Carol,paint,green,52
5695,Alice,paint,green,88
5696,Eve,paint,white,98
5697,Carol,pen,orange,2
5698,Fred,paint,black,13
5699,Carol,paint,black,15
5700,Ger,paint,pink,9
5701,Ger,card,orange,19
5702,Eve,pencil,green,49
5703,Fred,card,red,40
5704,Carol,eraser,purple,61
5705,Alice,eraser,black,54
5706,Bob,paper,green,78
5707,Fred,pen,green,80
5708,Dan,pencil,black,68
5709,Alice,paper,green,77
5710,Alice,pen,white,49
5711,Alice,card,purple,29
5712,Ger,pencil,red,73
5713,Harriet,eraser,orange,31
5714,Carol,paper,blue,37
5715,Bob,eraser,blue,69
5716,Dan,paint,blue,70
5717,Ger,eraser,black,18
5718,Alice,card,orange,28
5719,Ger,eraser,pink,21
5720,Eve,paint,red,71
5721,Fred,pen,orange,79
5722,Bob,card,black,99
5723,Bob,paper,pink,49
5724,Dan,pencil,blue,7
5725,Dan,paper,black,1
5726,Carol,eraser,black,51
5727,Dan,pencil,orange,67
5728,Bob,eraser,orange,63
5729,Fred,eraser,purple,1
5730,Fred,card,red,17
5731,Eve,pencil,pink,47
5732,Ger,paper,orange,93
5733,Harriet,paint,purple,41
5734,Bob,paper,white,34
5735,Eve,card,white,10
5736,Carol,card,blue,78
5737,Harriet,eraser,orange,65
5738,Harriet,paper,blue,15
5739,Harriet,card,purple,30
5740,Fred,paper,green,89
5741,Eve,card,purple,27
5742,Alice,pencil,blue,40
5743,Ger,paint,red,99
5744,Fred,paint,white,65
5745,Harriet,pen,blue,81
5746,Fred,card,black,62
5747,Alice,paint,purple,95
5748,Harriet,paint,green,28
5749,Alice,eraser,blue,42
5750,Bob,eraser,green,3
5751,Harriet,eraser,pink,56
5752,Dan,paint,green,34
5753,Fred,pen,blue,20
5754,Fred,card,white,82
5755,Harriet,pen,purple,93
5756,Carol,paint,blue,96
5757,Carol,paper,purple,54
5758,Carol,pencil,purple,28
5759,Alice,card,white,91
5760,Eve,paint,purple,94
5761,Alice,eraser,pink,76
5762,Carol,pencil,green,19
5763,Ger,eraser,purple,43
5764,Carol,paper,pink,21
5765,Eve,paper,blue,87
5766,Harriet,pen,black,3
5767,Alice,eraser,purple,39
5768,Carol,eraser,pink,33
5769,Ger,eraser,white,45
5770,Alice,pen,purple,59
5771,Alice,card,orange,20
5772,Harriet,card,green,15
5773,Harriet,pen,white,100
5774,Ger,eraser,purple,35
5775,Bob,card,black,18
5776,Eve,paper,pink,22
5777,Alice,card,orange,86
5778,Ger,pen,blue,15
5779,Eve,paper,red,56
5780,Eve,paper,green,23
5781,Harriet,pen,black,43
5782,Alice,pen,purple,14
5783,Ger,paper,purple,42
5784,Bob,paper,purple,34
5785,Dan,eraser,purple,49
5786,Carol,pen,white,43
5787,Carol,card,orange,18
5788,Bob,eraser,green,12
5789,Dan,pen,white,33
5790,Bob,paper,purple,48
5791,Fred,eraser,white,1
5792,Ger,pencil,green,65
5793,Harriet,pen,purple,43
5794,Ger,eraser,orange,41
5795,Bob,pen,blue,81
5796,Alice,eraser,blue,30
5797,Carol,pencil,purple,87
5798,Alice,pencil,pink,8
5799,Carol,pencil,black,43
5800,Ger,card,white,92
5801,Carol,eraser,purple,85
5802,Eve,pen,blue,49
5803,Harriet,eraser,orange,52
5804,Ger,paint,purple,13
5805,Alice,pen,pink,52
5806,Ger,pen,black,61
5807,Harriet,paper,orange,63
5808,Harriet,pencil,black,82
5809,Harriet,paper,white,26
5810,Alice,pencil,orange,22
5811,Dan,paper,black,85
5812,Fred,paper,pink,20
5813,Dan,paint,purple,72
5814,Dan,paint,green,86
5815,Harriet,paint,red,36
5816,Bob,pen,red,42
5817,Alice,pencil,red,37
5818,Carol,card,black,31
5819,Fred,pencil,red,34
5820,Alice,paint,purple,19
5821,Fred,paint,white,40
5822,Ger,paint,green,87
5823,Ger,paper,green,63
5824,Eve,card,black,69
5825,Dan,card,black,45
5826,Bob,paint,white,57
5827,Alice,eraser,black,51
5828,Alice,paint,black,78
5829,Harriet,eraser,blue,26
5830,Bob,paint,pink,75
5831,Eve,paper,orange,4
5832,Alice,pencil,green,72
5833,Carol,card,orange,55
5834,Dan,paper,pink,66
5835,Alice,card,pink,64
5836,Fred,paper,pink,67
5837,Harriet,pen,green,24
5838,Bob,paint,red,35
5839,Harriet,card,blue,11
5840,Carol,pencil,white,8
5841,Eve,paint,black,91
5842,Eve,pen,purple,40
5843,Eve,paint,white,51
5844,Harriet,pencil,pink,18
5845,Harriet,card,blue,95
5846,Eve,card,blue,51
5847,Dan,card,blue,59
5848,Alice,paper,green,73
5849,Dan,pencil,orange,31
5850,Harriet,pen,pink,18
5851,Alice,paper,blue,80
5852,Ger,pencil,white,91
5853,Eve,paint,black,56
5854,Eve,pen,green,26
5855,Dan,paint,black,27
5856,Harriet,pencil,black,59
5857,Bob,paint,purple,6
5858,Ger,paper,blue,30
5859,Dan,card,blue,92
5860,Dan,card,black,46
5861,Ger,paint,green,83
5862,Ger,card,red,65
5863,Harriet,paper,blue,14
5864,Eve,card,purple,26
5865,Dan,pen,orange,84
5866,Harriet,paint,white,69
5867,Carol,paper,blue,54
5868,Fred,pencil,black,5
5869,Ger,paper,pink,3
5870,Alice,pen,red,54
5871,Alice,paint,white,42
5872,Eve,eraser,blue,18
5873,Fred,pencil,pink,1
5874,Fred,card,white,31
5875,Alice,eraser,blue,63
5876,Harriet,pen,red,64
5877,Fred,paper,pink,63
5878,Dan,paper,blue,99
5879,Bob,paper,green,10
5880,Carol,paper,blue,46
5881,Eve,pen,white,83
5882,Bob,paint,orange,7
5883,Dan,paint,purple,10
5884,Dan,paper,orange,22
5885,Dan,eraser,white,65
5886,Ger,pencil,green,2
5887,Fred,card,green,48
5888,Carol,paper,purple,39
5889,Bob,eraser,black,18
5890,Bob,paint,green,32
5891,Fred,pencil,pink,71
5892,Dan,pencil,black,6
5893,Eve,pencil,blue,49
5894,Carol,card,orange,53
5895,Bob,pencil,purple,14
5896,Bob,eraser,white,77
5897,Fred,pencil,green,45
5898,Harriet,paint,green,79
5899,Bob,paint,white,64
5900,Harriet,pen,black,46
5901,Carol,paint,white,97
5902,Harriet,eraser,orange,77
5903,Bob,pen,white,76
5904,Bob,paper,green,28
5905,Dan,card,green,84
5906,Harriet,pencil,red,37
5907,Ger,paper,pink,76
5908,Harriet,pencil,blue,42
5909,Alice,paper,orange,99
5910,Eve,pencil,black,15
5911,Dan,paint,red,68
5912,Bob,pen,black,15
5913,Fred,pencil,red,26
5914,Fred,pen,blue,87
5915,Bob,paper,pink,70
5916,Dan,paper,green,21
5917,Alice,eraser,white,89
5918,Fred,card,purple,3
5919,Bob,card,pink,67
5920,Alice,paint,pink,91
5921,Alice,eraser,green,87
5922,Bob,pen,red,50
5923,Eve,card,orange,41
5924,Eve,pen,green,43
5925,Ger,pencil,purple,2
5926,Carol,paint,green,58
5927,Ger,card,orange,82
5928,Alice,eraser,red,4
5929,Ger,eraser,black,85
5930,Eve,eraser,green,77
5931,Alice,paper,blue,42
5932,Alice,pencil,purple,65
5933,Ger,pencil,black,61
5934,Alice,paint,green,78
5935,Eve,pen,purple,99
5936,Bob,eraser,pink,50
5937,Dan,card,blue,60
5938,Fred,pencil,black,45
5939,Harriet,paint,purple,36
5940,Eve,eraser,green,44
5941,Alice,paint,orange,94
5942,Fred,paint,green,57
5943,Dan,paper,white,18
5944,Carol,eraser,red,88
5945,Ger,pencil,red,48
5946,Carol,card,green,43
5947,Fred,card,white,39
5948,Carol,paper,orange,96
5949,Alice,paper,white,88
5950,Fred,paint,green,65
5951,Harriet,paper,purple,45
5952,Harriet,paint,pink,84
5953,Ger,eraser,green,7
5954,Carol,eraser,blue,16
5955,Bob,eraser,purple,36
5956,Eve,pen,red,90
5957,Harriet,pen,blue,68
5958,Harriet,eraser,white,11
5959,Fred,paper,green,100
5960,Eve,card,purple,2
5961,Fred,paint,purple,63
5962,Eve,eraser,green,47
5963,Dan,paint,pink,87
5964,Carol,paint,black,11
5965,Alice,pencil,white,98
5966,Ger,paper,red,43
5967,Alice,pencil,red,32
5968,Harriet,eraser,green,94
5969,Eve,paint,pink,39
5970,Ger,paint,white,34
5971,Eve,card,white,19
5972,Alice,eraser,white,95
5973,Alice,card,pink,89
5974,Dan,eraser,white,10
5975,Eve,card,pink,53
5976,Carol,pen,black,26
5977,Bob,pen,orange,56
5978,Dan,eraser,white,13
5979,Fred,pencil,purple,72
5980,Harriet,pencil,black,22
5981,Bob,pen,blue,98
5982,Bob,card,green,36
5983,Eve,eraser,white,25
5984,Bob,pencil,green,42
5985,Eve,pencil,green,16
5986,Carol,paper,blue,6
5987,Eve,paint,pink,47
5988,Carol,pencil,white,27
5989,Carol,eraser,white,50
5990,Bob,pen,blue,17
5991,Carol,pen,purple,93
5992,Alice,eraser,white,98
5993,Ger,pen,pink,21
5994,Harriet,pen,blue,60
5995,Ger,pen,green,20
5996,Eve,paint,orange,20
5997,Alice,eraser,blue,98
5998,Alice,paint,purple,9
5999,Dan,paper,purple,47
6000,Dan,pen,red,61
6001,Carol,pen,red,29
6002,Harriet,paper,white,37
6003,Harriet,paint,purple,11
6004,Alice,pen,red,80
6005,Eve,eraser,green,59
6006,Dan,pencil,black,76
6007,Harriet,paper,orange,76
6008,Fred,pencil,red,22
6009,Fred,paint,white,25
6010,Alice,card,orange,97
6011,Carol,paper,black,13
6012,Ger,pen,red,63
6013,Carol,paint,green,13
6014,Dan,card,purple,51
6015,Dan,pen,green,94
6016,Bob,eraser,green,21
6017,Eve,card,red,96
6018,Carol,paper,green,5
6019,Fred,paint,black,13
6020,Fred,card,white,43
6021,Harriet,paint,green,28
6022,Alice,pen,white,99
6023,Harriet,pencil,orange,43
6024,Eve,paint,orange,55
6025,Bob,card,white,29
6026,Harriet,card,blue,18
6027,Eve,pencil,white,48
6028,Dan,paint,white,28
6029,Bob,card,white,13
6030,Dan,pen,white,15
6031,Eve,eraser,blue,65
6032,Eve,paint,white,15
6033,Carol,paint,orange,11
6034,Harriet,paper,white,58
6035,Carol,card,white,67
6036,Fred,card,pink,85
6037,Eve,pen,red,10
6038,Carol,paper,red,19
6039,Alice,paper,orange,98
6040,Ger,eraser,black,33
6041,Ger,pen,red,92
6042,Carol,pen,pink,59
6043,Carol,eraser,orange,97
6044,Eve,card,purple,1
6045,Dan,pencil,purple,65
6046,Dan,pen,white,20
6047,Carol,card,blue,29
6048,Ger,card,blue,55
6049,Carol,pen,green,92
6050,Ger,paint,pink,32
6051,Carol,pen,red,55
6052,Bob,paper,green,99
6053,Fred,eraser,green,3
6054,Dan,eraser,orange,31
6055,Fred,eraser,black,29
6056,Harriet,paper,red,67
6057,Fred,paint,green,94
6058,Eve,paint,green,22
6059,Ger,pencil,red,2
6060,Dan,pencil,white,16
6061,Carol,eraser,purple,81
6062,Ger,paint,pink,68
6063,Harriet,paint,pink,2
6064,Harriet,pencil,blue,89
6065,Ger,paper,purple,93
6066,Ger,pencil,pink,54
6067,Harriet,paint,green,7
6068,Carol,pencil,orange,63
6069,Alice,pencil,blue,80
6070,Carol,paint,pink,95
6071,Carol,paint,white,5
6072,Fred,pencil,white,6
6073,Bob,pen,pink,85
6074,Dan,paint,black,99
6075,Ger,pen,blue,93
6076,Fred,eraser,white,45
6077,Harriet,eraser,black,36
6078,Harriet,paint,pink,100
6079,Alice,paper,purple,78
6080,Fred,pen,blue,86
6081,Dan,card,green,75
6082,Harriet,paint,green,40
6083,Bob,eraser,purple,6
6084,Carol,card,orange,30
6085,Fred,pen,pink,64
6086,Bob,pencil,white,31
6087,Ger,paint,purple,27
6088,Dan,eraser,red,19
6089,Dan,paper,black,22
6090,Eve,card,pink,82
6091,Ger,paper,black,9
6092,Dan,pen,red,42
6093,Eve,paper,pink,70
6094,Fred,card,black,6
6095,Harriet,paint,blue,95
6096,Alice,paper,green,14
6097,Eve,eraser,green,30
6098,Dan,eraser,red,97
6099,Fred,card,red,13
6100,Alice,pencil,red,22
6101,Ger,paper,purple,72
6102,Eve,paper,pink,4
6103,Fred,paper,black,63
6104,Harriet,pencil,pink,33
6105,Dan,pen,pink,88
6106,Eve,paint,orange,15
6107,Harriet,eraser,purple,23
6108,Harriet,pen,green,72
6109,Eve,paint,purple,85
6110,Ger,eraser,red,78
6111,Harriet,paper,orange,66
6112,Bob,pen,purple,7
6113,Alice,paper,pink,36
6114,Dan,pen,black,43
6115,Eve,paint,orange,19
6116,Harriet,paint,black,33
6117,Ger,paint,pink,7
6118,Fred,paint,purple,53
6119,Ger,pen,pink,20
6120,Dan,card,pink,46
6121,Ger,paint,black,49
6122,Dan,pencil,green,9
6123,Harriet,eraser,pink,81
6124,Ger,paper,blue,84
6125,Carol,card,orange,76
6126,Ger,card,green,94
6127,Harriet,eraser,red,29
6128,Fred,paint,red,62
6129,Dan,paper,blue,38
6130,Alice,paint,pink,47
6131,Bob,pen,orange,3
6132,Bob,pen,pink,46
6133,Carol,pencil,white,42
6134,Dan,paint,blue,38
6135,Alice,paper,red,30
6136,Carol,paint,white,25
6137,Carol,eraser,green,40
6138,Dan,paper,white,80
6139,Alice,pen,orange,87
6140,Fred,card,orange,74
6141,Fred,eraser,white,39
6142,Dan,card,purple,96
6143,Alice,eraser,green,14
6144,Bob,pencil,green,75
6145,Harriet,paint,white,80
6146,Dan,card,green,53
6147,Harriet,card,black,26
6148,Carol,paper,red,45
6149,Fred,paint,blue,95
6150,Carol,paint,blue,95
6151,Eve,pen,red,70
6152,Bob,paper,red,4
6153,Dan,pencil,blue,2
6154,Dan,paint,orange,66
6155,Dan,pen,black,36
6156,Harriet,pencil,white,92
6157,Eve,paper,blue,38
6158,Dan,paint,pink,47
6159,Harriet,card,red,21
6160,Fred,pen,purple,12
6161,Eve,paint,black,49
6162,Dan,paint,white,68
6163,Bob,paper,pink,30
6164,Ger,card,black,42
6165,Harriet,card,white,99
6166,Bob,eraser,orange,13
6167,Fred,eraser,green,45
6168,Fred,paint,black,69
6169,Bob,pencil,red,44
6170,Harriet,card,pink,37
6171,Alice,paint,green,3
6172,Carol,pencil,black,27
6173,Carol,pen,pink,92
6174,Harriet,paper,white,99
6175,Carol,pencil,purple,57
6176,Dan,pen,red,67
6177,Bob,paper,pink,82
6178,Bob,pen,blue,54
6179,Dan,card,pink,74
6180,Ger,pen,pink,15
6181,Ger,eraser,green,90
6182,Alice,paint,orange,75
6183,Ger,pencil,black,66
6184,Dan,pen,blue,6
6185,Bob,pencil,pink,10
6186,Dan,pencil,blue,16
6187,Alice,pencil,red,60
6188,Eve,paper,blue,31
6189,Alice,paper,green,8
6190,Carol,pencil,pink,46
6191,Eve,card,orange,76
6192,Fred,eraser,black,26
6193,Dan,eraser,blue,31
6194,Bob,eraser,white,89
6195,Alice,paper,orange,79
6196,Dan,eraser,red,6
6197,Harriet,paper,orange,64
6198,Carol,card,black,30
6199,Harriet,paint,purple,29
6200,Alice,paper,blue,4
6201,Dan,paper,orange,61
6202,Fred,card,purple,69
6203,Fred,card,purple,90
6204,Carol,pencil,pink,60
6205,Carol,pen,purple,91
6206,Carol,pencil,purple,66
6207,Carol,pencil,white,18
6208,Harriet,paper,purple,40
6209,Harriet,paper,purple,77
6210,Alice,eraser,orange,10
6211,Fred,pen,orange,43
6212,Harriet,paint,red,94
6213,Eve,pencil,white,85
6214,Alice,paper,pink,19
6215,Carol,paint,green,78
6216,Harriet,pen,white,68
6217,Ger,paint,pink,22
6218,Ger,pencil,red,91
6219,Dan,paper,purple,15
6220,Bob,pen,white,72
6221,Ger,paint,red,95
6222,Fred,eraser,white,84
6223,Carol,card,green,38
6224,Alice,paint,white,80
6225,Carol,paint,green,61
6226,Bob,paper,black,52
6227,Alice,paint,orange,62
6228,Bob,eraser,purple,81
6229,Eve,paper,purple,41
6230,Dan,card,orange,11
6231,Harriet,paint,purple,71
6232,Ger,pencil,black,47
6233,Carol,pencil,black,19
6234,Eve,paint,green,19
6235,Fred,paper,green,7
6236,Dan,card,red,54
6237,Ger,paper,blue,1
6238,Alice,card,blue,5
6239,Ger,card,orange,43
6240,Eve,card,orange,100
6241,Harriet,pen,red,43
6242,Fred,pen,pink,13
6243,Fred,pen,blue,13
6244,Eve,paper,orange,79
6245,Eve,paint,red,100
6246,Carol,eraser,purple,39
6247,Fred,pen,green,87
6248,Alice,paper,green,99
6249,Eve,pencil,purple,87
6250,Ger,card,green,64
6251,Harriet,paint,pink,22
6252,Bob,pen,blue,91
6253,Harriet,eraser,purple,62
6254,Alice,pencil,green,90
6255,Fred,pen,white,40
6256,Harriet,card,purple,18
6257,Fred,paper,blue,71
6258,Eve,eraser,orange,12
6259,Eve,paper,white,69
6260,Bob,paper,green,63
6261,Harriet,pencil,purple,70
6262,Ger,card,blue,36
6263,Bob,eraser,green,34
6264,Eve,card,blue,99
6265,Harriet,paint,pink,44
6266,Bob,paper,blue,89
6267,Bob,pencil,pink,40
6268,Ger,pen,pink,38
6269,Alice,paper,green,33
6270,Bob,eraser,pink,99
6271,Bob,paint,green,54
6272,Carol,card,green,19
6273,Fred,card,red,76
6274,Dan,paper,orange,27
6275,Alice,eraser,white,61
6276,Harriet,pen,purple,48
6277,Bob,card,green,93
6278,Fred,paint,green,92
6279,Ger,eraser,purple,80
6280,Bob,pen,purple,54
6281,Harriet,pencil,red,14
6282,Alice,card,purple,95
6283,Bob,paper,white,68
6284,Eve,paint,green,27
6285,Bob,card,white,47
6286,Fred,eraser,green,12
6287,Fred,paper,purple,39
6288,Dan,pen,white,9
6289,Harriet,paint,red,77
6290,Dan,pencil,blue,67
6291,Harriet,pencil,pink,49
6292,Ger,pen,black,42
6293,Carol,paper,orange,55
6294,Eve,paint,pink,88
6295,Carol,paint,pink,55
6296,Carol,eraser,red,56
6297,Carol,paint,purple,39
6298,Bob,pen,black,70
6299,Carol,eraser,black,56
6300,Ger,paint,red,68
6301,Harriet,paper,pink,40
6302,Carol,eraser,green,16
6303,Fred,paint,blue,16
6304,Bob,eraser,orange,60
6305,Carol,card,orange,67
6306,Harriet,pen,black,70
6307,Ger,card,white,99
6308,Bob,eraser,green,88
6309,Fred,eraser,green,39
6310,Dan,paint,purple,26
6311,Fred,paint,orange,34
